highway,BUILDINGNAME,BLOCK,ROAD,POSTALCODE,XCOORD,YCOORD,LATITUDE,LONGITUDE
TAMPINES EXPRESSWAY,null,149,PASIR RIS STREET 13,510149,42321.6923149,38179.2182427,1.3615503535243596,103.96200851225157
TAMPINES EXPRESSWAY,null,143,PASIR RIS STREET 11,510143,42175.6030743,38227.166815,1.3619840523818683,103.96069582818436
TAMPINES EXPRESSWAY,null,142B,PASIR RIS STREET 11,512142,41936.6871337,38440.8695555,1.363916812310853,103.95854911238285
TAMPINES EXPRESSWAY,TAMPINES GREENVINES,639,TAMPINES STREET 62,520639,40420.9785309,38620.3082422,1.3655402629516356,103.9449295415161
TAMPINES EXPRESSWAY,TAMPINES GREENVINES,640A,TAMPINES STREET 62,521640,40427.7591344,38643.6909861,1.3657517248929247,103.94499047954349
TAMPINES EXPRESSWAY,COSTA RIS,526D,PASIR RIS STREET 51,514526,40681.8732955,38966.2041314,1.3686683050229032,103.94727400327962
TAMPINES EXPRESSWAY,null,762A,PASIR RIS STREET 71,511762,39132.1343078,39780.213942,1.3760305326373694,103.9333488450053
TAMPINES EXPRESSWAY,null,759,PASIR RIS STREET 71,510759,39066.8028627,39829.0497295,1.3764722100599465,103.93276181367493
TAMPINES EXPRESSWAY,null,757A,PASIR RIS STREET 71,511757,39101.6430675,39914.0508542,1.3772409155022642,103.93307490976643
TAMPINES EXPRESSWAY,RIVERVALE GATEWAY,189B,RIVERVALE DRIVE,542189,35824.7593546,41965.6279874,1.3957956866727688,103.90363029344299
TAMPINES EXPRESSWAY,RIVERVALE GATEWAY,189A,RIVERVALE DRIVE,541189,35868.3138935,41939.7018248,1.3955612081433835,103.90402165857499
TAMPINES EXPRESSWAY,RIVERVALE GATEWAY,188C,RIVERVALE DRIVE,543188,35955.8939412,41902.1552385,1.395221626633819,103.90480862454176
TAMPINES EXPRESSWAY,RIVERVALE GATEWAY,188B,RIVERVALE DRIVE,542188,36028.2717124,41826.8624788,1.3945406865191434,103.90545897540585
TAMPINES EXPRESSWAY,COMPASSVALE GREEN,299A,COMPASSVALE STREET,541299,35713.7514637,42014.8999668,1.396241314221565,103.90263281238771
TAMPINES EXPRESSWAY,RIVERVALE GATEWAY,189C,RIVERVALE DRIVE,543189,35798.8606148,41922.0824986,1.3954018841939142,103.90339756103599
TAMPINES EXPRESSWAY,PUNGGOL WAVES,213A,PUNGGOL WALK,821213,35206.5299757,42464.670249,1.4003090031786847,103.89807513461868
TAMPINES EXPRESSWAY,PUNGGOL WAVES,213,PUNGGOL WALK,820213,35270.1604207,42432.0095811,1.4000136160709804,103.89864689769838
TAMPINES EXPRESSWAY,MATILDA EDGE,221B,SUMANG LANE,822221,34871.5270495,42543.494677,1.4010219442663194,103.8950648796513
TAMPINES EXPRESSWAY,MATILDA EDGE,222,SUMANG LANE,820222,34782.9671364,42553.5256987,1.4011126821307003,103.8942690989147
TAMPINES EXPRESSWAY,MATILDA EDGE,221A,SUMANG LANE,821221,34939.3746419,42539.4721225,1.4009855495077417,103.89567454466022
TAMPINES EXPRESSWAY,MATILDA EDGE,220C,SUMANG LANE,823220,34975.8979585,42608.6662769,1.4016113073752976,103.89600275308031
