highway,BUILDINGNAME,BLOCK,ROAD,POSTALCODE,XCOORD,YCOORD,LATITUDE,LONGITUDE
KALLANG PAYA LEBAR EXPRESSWAY,null,78,CIRCUIT ROAD,370078,33776.1342275,34455.8644264,1.3278805717589022,103.8852203134094
KALLANG PAYA LEBAR EXPRESSWAY,null,12,MERPATI ROAD,370012,33680.5809271,34439.30905,1.3277308688401617,103.88436171175316
KALLANG PAYA LEBAR EXPRESSWAY,null,37,CIRCUIT ROAD,370037,33917.0319642,34488.6818521,1.3281773337432556,103.88648636283727
KALLANG PAYA LEBAR EXPRESSWAY,null,13,MERPATI ROAD,370013,33611.8507203,34444.8808713,1.3277812711494894,103.88374413436189
KALLANG PAYA LEBAR EXPRESSWAY,null,38,CIRCUIT ROAD,370038,33871.8570893,34464.356987,1.3279573571198622,103.88608043721369
KALLANG PAYA LEBAR EXPRESSWAY,null,39,CIRCUIT ROAD,370039,33827.4677896,34406.037998,1.327429949581462,103.88568156401574
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,43,CIRCUIT ROAD,370043,33812.2608519,34301.249512,1.3264822829050527,103.88554490153248
KALLANG PAYA LEBAR EXPRESSWAY,null,44,CIRCUIT ROAD,370044,33876.1477273,34320.3026326,1.3266545802560092,103.88611896331645
KALLANG PAYA LEBAR EXPRESSWAY,null,40,CIRCUIT ROAD,370040,33892.3592594,34433.3524319,1.3276769590566333,103.88626465444598
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,47,CIRCUIT ROAD,370047,33829.9280622,34223.0721529,1.3257752714556459,103.88570363611414
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,48,CIRCUIT ROAD,370048,33824.069361,34182.7180598,1.3254103245892703,103.88565098487004
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,49,CIRCUIT ROAD,370049,33819.5927262,34151.9867943,1.3251324028682423,103.88561075407489
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,46,CIRCUIT ROAD,370046,33868.1427839,34265.0276948,1.3261546950358853,103.88604702398774
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,50,CIRCUIT ROAD,370050,33815.2119803,34124.5729906,1.324884483065615,103.88557138553136
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,45,CIRCUIT ROAD,370045,33871.5158178,34290.8136863,1.3263878936686706,103.8860773374546
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,51,CIRCUIT ROAD,370051,33808.8904211,34084.3201439,1.3245204519166194,103.88551457532337
KALLANG PAYA LEBAR EXPRESSWAY,MACPHERSON GARDEN,52,CIRCUIT ROAD,370052,33803.5872282,34049.8275366,1.3242085141168145,103.88546691678589
KALLANG PAYA LEBAR EXPRESSWAY,null,124,PAYA LEBAR WAY,381124,33611.3007208,33926.0076018,1.323088766816833,103.88373909743923
KALLANG PAYA LEBAR EXPRESSWAY,null,123,PAYA LEBAR WAY,381123,33555.2240446,33889.2168071,1.32275605425738,103.88323521219077
KALLANG PAYA LEBAR EXPRESSWAY,null,121,PAYA LEBAR WAY,381121,33513.508104,33797.3240257,1.321925016304109,103.88286035597224
KALLANG PAYA LEBAR EXPRESSWAY,null,122,PAYA LEBAR WAY,381122,33469.307495,33872.0008925,1.3226003751722375,103.88246320357483
KALLANG PAYA LEBAR EXPRESSWAY,null,120,PAYA LEBAR WAY,381120,33673.2912767,33871.3169268,1.3225941524382037,103.88429610528239
KALLANG PAYA LEBAR EXPRESSWAY,null,126,ALJUNIED ROAD,380126,33431.1607551,33985.4465062,1.3236263436123412,103.8821204550398
KALLANG PAYA LEBAR EXPRESSWAY,null,125,ALJUNIED ROAD,380125,33390.1836258,33946.0499407,1.3232700623971094,103.88175224685818
KALLANG PAYA LEBAR EXPRESSWAY,UPPER BOON KENG RIVERVIEW,39,UPPER BOON KENG ROAD,380039,32552.6537153,33443.3081142,1.3187235805296271,103.87422652207445
KALLANG PAYA LEBAR EXPRESSWAY,UPPER BOON KENG RIVERVIEW,38,UPPER BOON KENG ROAD,380038,32552.2434025,33367.8109246,1.3180408108562742,103.87422282406389
KALLANG PAYA LEBAR EXPRESSWAY,SIMS VISTA,41,SIMS DRIVE,380041,32700.0887008,33236.728853,1.31685532892229,103.87555126980803
KALLANG PAYA LEBAR EXPRESSWAY,null,40,SIMS DRIVE,380040,32789.4301938,33305.3643512,1.3174760301367594,103.87635405911726
KALLANG PAYA LEBAR EXPRESSWAY,null,42,SIMS DRIVE,380042,32749.4307506,33252.7483347,1.3170001958202868,103.87599463563598
KALLANG PAYA LEBAR EXPRESSWAY,null,42A,SIMS DRIVE,381042,32760.8742883,33216.1128147,1.3166688754364058,103.8760974559904
KALLANG PAYA LEBAR EXPRESSWAY,null,19,UPPER BOON KENG ROAD,380019,32479.56053,33038.9416237,1.315066644488136,103.87356968355412
KALLANG PAYA LEBAR EXPRESSWAY,KALLANG BREEZE,20B,LORONG 3 GEYLANG,383020,32515.4332968,32991.1000184,1.3146339767596105,103.87389201136978
KALLANG PAYA LEBAR EXPRESSWAY,KALLANG BREEZE,22,LORONG 3 GEYLANG,380022,32562.5125425,32979.6316004,1.3145302535117431,103.87431504023486
KALLANG PAYA LEBAR EXPRESSWAY,KALLANG BREEZE,20A,LORONG 3 GEYLANG,382020,32551.6374375,32935.6538545,1.3141325360161618,103.87421731551683
KALLANG PAYA LEBAR EXPRESSWAY,KALLANG BREEZE,20,LORONG 3 GEYLANG,381020,32560.2720457,32894.944385,1.313764372759262,103.8742948957754
KALLANG PAYA LEBAR EXPRESSWAY,KALLANG BREEZE,21,LORONG 3 GEYLANG,380021,32512.8459896,32950.3008951,1.3142650043641293,103.8738687571716
KALLANG PAYA LEBAR EXPRESSWAY,null,114A,LORONG 3 GEYLANG,382114,32576.5807078,32747.2123798,1.3124283345659338,103.87444141538025
KALLANG PAYA LEBAR EXPRESSWAY,null,111,LORONG 3 GEYLANG,381111,32499.3925367,32738.3286963,1.312348005061802,103.87374784039739
KALLANG PAYA LEBAR EXPRESSWAY,KALLANG HEIGHTS,5A,UPPER BOON KENG ROAD,381005,32470.5942755,32840.8704202,1.3132753601906282,103.87348908865354
KALLANG PAYA LEBAR EXPRESSWAY,null,112,LORONG 3 GEYLANG,381112,32503.3794961,32711.8162127,1.3121082349926083,103.87378366133656
KALLANG PAYA LEBAR EXPRESSWAY,null,113,LORONG 3 GEYLANG,381113,32511.0399898,32677.4952552,1.3117978473198424,103.87385248963943
KALLANG PAYA LEBAR EXPRESSWAY,null,114,LORONG 3 GEYLANG,381114,32530.9978508,32644.4489429,1.3114989852778787,103.87403181596696
KALLANG PAYA LEBAR EXPRESSWAY,null,41,CIRCUIT ROAD,370041,33892.6681139,34381.2414367,1.3272056858042578,103.88626741965037
KRANJI EXPRESSWAY,SEGAR GARDENS,478A,SEGAR ROAD,671478,21285.2794276,41313.2498455,1.3898960941557315,103.77298159532275
KRANJI EXPRESSWAY,SEGAR GARDENS,479,SEGAR ROAD,670479,21255.1584857,41286.2580986,1.389651983639509,103.77271094157385
KRANJI EXPRESSWAY,SEGAR GARDENS,478,SEGAR ROAD,670478,21273.4072045,41272.9104323,1.3895312764291095,103.77287492348675
KRANJI EXPRESSWAY,SEGAR GARDENS,480A,SEGAR ROAD,671480,21167.2608664,41302.3807033,1.389797770079666,103.77192110976505
KRANJI EXPRESSWAY,SEGAR GARDENS,480,SEGAR ROAD,670480,21218.1902298,41290.7375786,1.389692485824777,103.77237875218303
KRANJI EXPRESSWAY,SEGAR GARDENS,481,SEGAR ROAD,670481,21201.1789873,41264.6417337,1.3894564805231926,103.77222589908392
KRANJI EXPRESSWAY,SEGAR GARDENS,477,SEGAR ROAD,670477,21294.5388881,41240.6352878,1.3892393966417078,103.77306481538548
KRANJI EXPRESSWAY,SEGAR GARDENS,476A,SEGAR ROAD,671476,21342.2870259,41219.9145223,1.389052016545046,103.77349387395412
KRANJI EXPRESSWAY,SEGAR GARDENS,476,SEGAR ROAD,670476,21276.8472819,41202.5529582,1.3888949898161158,103.77290585140489
KRANJI EXPRESSWAY,SEGAR GARDENS,482,SEGAR ROAD,670482,21208.5223029,41231.9684744,1.3891609971685206,103.77229189202826
KRANJI EXPRESSWAY,SEGAR GROVE,488A,SEGAR ROAD,671488,21093.996667,41309.2936687,1.3898602711053465,103.77126277264618
KRANJI EXPRESSWAY,SEGAR GROVE,488,SEGAR ROAD,670488,21110.2724277,41272.4096485,1.3895267093141486,103.77140903163253
KRANJI EXPRESSWAY,SEGAR GROVE,487A,SEGAR ROAD,671487,21074.8777135,41254.7744921,1.3893672149680374,103.77109098696734
KRANJI EXPRESSWAY,SEGAR GROVE,486,SEGAR ROAD,670486,21133.8354779,41240.7734006,1.3892406081759432,103.77162077125958
KRANJI EXPRESSWAY,SEGAR GROVE,487,SEGAR ROAD,670487,21076.5695727,41233.3069549,1.3891730707783327,103.77110619470712
KRANJI EXPRESSWAY,SEGAR PALMVIEW,550,SEGAR ROAD,670550,20650.8582211,41321.5108258,1.3899706499350226,103.7672808280364
KRANJI EXPRESSWAY,SEGAR PALMVIEW,550B,SEGAR ROAD,672550,20669.3512932,41279.551682,1.38959119141076,103.76744701310386
KRANJI EXPRESSWAY,SEGAR PALMVIEW,549B,SEGAR ROAD,672549,20713.1115334,41295.7048574,1.389737285843016,103.76784022861351
KRANJI EXPRESSWAY,SENJA VALLEY,646,SENJA CLOSE,670646,20262.134618,41283.8197401,1.3896296846188134,103.76378785600114
KRANJI EXPRESSWAY,SENJA VALLEY,646A,SENJA CLOSE,671646,20268.940586,41239.4806853,1.3892287002160821,103.76384902458871
KRANJI EXPRESSWAY,SENJA VALLEY,645,SENJA CLOSE,670645,20217.159754,41188.4062474,1.3887667878464935,103.76338374753918
KRANJI EXPRESSWAY,SENJA RIDGES,638,SENJA CLOSE,670638,19933.0775346,41206.517489,1.3889305018845712,103.76083104572676
KRANJI EXPRESSWAY,SENJA RIDGES,639,SENJA CLOSE,670639,19976.7004489,41222.8565401,1.3890782783536368,103.76122302663804
KRANJI EXPRESSWAY,SENJA RIDGES,638A,SENJA CLOSE,671638,19956.9146917,41152.4716734,1.3884417379012848,103.76104525574058
KRANJI EXPRESSWAY,null,707,CHOA CHU KANG STREET 53,680707,18411.175497,41392.779003,1.3906145203252642,103.74715552820663
KRANJI EXPRESSWAY,null,706,CHOA CHU KANG STREET 53,680706,18378.7683841,41365.5567654,1.390368321739446,103.74686433425752
KRANJI EXPRESSWAY,null,706,CHOA CHU KANG STREET 53,680706,18372.1156931,41394.559396,1.3906306086221656,103.74680454515294
KRANJI EXPRESSWAY,null,705,CHOA CHU KANG STREET 53,680705,18296.4178873,41364.9992897,1.3903632527466923,103.74612435179283
KRANJI EXPRESSWAY,MULTI STOREY CAR PARK,708A,CHOA CHU KANG STREET 53,681708,18330.3656406,41432.9836933,1.390978089912273,103.74642937601683
KRANJI EXPRESSWAY,null,708,CHOA CHU KANG STREET 53,680708,18379.9919976,41507.3130534,1.3916503136896226,103.7468752827074
KRANJI EXPRESSWAY,null,704,CHOA CHU KANG STREET 53,680704,18251.3595441,41375.5599405,1.3904587442876606,103.74571946435599
KRANJI EXPRESSWAY,null,502,CHOA CHU KANG STREET 51,680502,17989.3610272,41226.1027813,1.3891070199195608,103.74336525704119
KRANJI EXPRESSWAY,MULTI STOREY CAR PARK,502A,CHOA CHU KANG STREET 51,681502,17943.8441544,41182.7246139,1.3887147081146078,103.74295626803358
KRANJI EXPRESSWAY,null,501,CHOA CHU KANG STREET 51,680501,17976.3084133,41280.0595788,1.389594980742764,103.7432479508397
KRANJI EXPRESSWAY,null,504,CHOA CHU KANG STREET 51,680504,17912.6716423,41232.6622469,1.3891663147976958,103.74267614201244
KRANJI EXPRESSWAY,null,503,CHOA CHU KANG STREET 51,680503,17873.3319806,41137.443105,1.3883051744409751,103.74232267800376
KRANJI EXPRESSWAY,null,504A,CHOA CHU KANG STREET 51,681504,17871.2162183,41207.497536,1.3889387200547147,103.74230364203184
KRANJI EXPRESSWAY,null,509,CHOA CHU KANG STREET 51,680509,17817.191439,41103.6959073,1.38799995768266,103.74181822422378
KRANJI EXPRESSWAY,null,505,CHOA CHU KANG STREET 51,680505,17853.1040687,41222.4774336,1.389074186390575,103.74214088533917
KRANJI EXPRESSWAY,null,506,CHOA CHU KANG STREET 51,680506,17818.626323,41189.7459387,1.3887781628169371,103.74183108782735
KRANJI EXPRESSWAY,null,508,CHOA CHU KANG STREET 51,680508,17797.7027015,41144.1745229,1.388366024472014,103.7416430890006
KRANJI EXPRESSWAY,null,510,CHOA CHU KANG STREET 51,680510,17768.218931,41097.9042194,1.3879475626251587,103.74137817103538
KRANJI EXPRESSWAY,null,435,CHOA CHU KANG AVENUE 4,680435,17731.6874723,40787.3225014,1.3851387636822707,103.74105001688753
KRANJI EXPRESSWAY,null,440,CHOA CHU KANG AVENUE 4,680440,17544.4693084,40600.9619505,1.383453321380257,103.73936778780103
KRANJI EXPRESSWAY,null,438,CHOA CHU KANG AVENUE 4,680438,17599.7762395,40691.6101729,1.3842731300879423,103.73986472955258
KRANJI EXPRESSWAY,null,439,CHOA CHU KANG AVENUE 4,680439,17591.1713847,40630.9052496,1.383724134175087,103.73978743002642
KRANJI EXPRESSWAY,null,440A,CHOA CHU KANG AVENUE 4,681440,17578.307764,40592.4144838,1.383376033354292,103.73967185448086
KRANJI EXPRESSWAY,MULTI STOREY CAR PARK,445A,CHOA CHU KANG AVENUE 4,681445,17240.4889165,40354.232118,1.381221877889559,103.73663638865915
KRANJI EXPRESSWAY,null,445,CHOA CHU KANG AVENUE 4,680445,17243.4095348,40408.0768937,1.3817088311404442,103.73666261287552
KRANJI EXPRESSWAY,null,446,CHOA CHU KANG AVENUE 4,680446,17268.868965,40297.961303,1.38071299593531,103.73689142472011
KRANJI EXPRESSWAY,null,444,CHOA CHU KANG AVENUE 4,680444,17331.2352374,40397.9793732,1.3816175450909325,103.73745179505242
KRANJI EXPRESSWAY,null,452,CHOA CHU KANG AVENUE 4,680452,17095.3237877,40253.5513,1.3803113041853714,103.73533201083242
KRANJI EXPRESSWAY,null,453,CHOA CHU KANG AVENUE 4,680453,17047.9093544,40216.70118,1.3799780276783307,103.73490597125986
KRANJI EXPRESSWAY,null,451,CHOA CHU KANG AVENUE 4,680451,17130.8639093,40224.8875195,1.3800520928143327,103.73565137533281
KRANJI EXPRESSWAY,MULTI STOREY CAR PARK,450A,CHOA CHU KANG AVENUE 4,681450,17135.0110468,40147.3495715,1.3793508699266133,103.73568866897529
KRANJI EXPRESSWAY,null,443,CHOA CHU KANG AVENUE 4,680443,17340.5275992,40361.3754227,1.3812865159224295,103.737535307012
KRANJI EXPRESSWAY,null,441,CHOA CHU KANG AVENUE 4,680441,17593.3731989,40542.2537758,1.3829224038573067,103.73980724635555
KRANJI EXPRESSWAY,null,433,CHOA CHU KANG AVENUE 4,680433,17812.0144938,40764.3219513,1.38493078338826,103.74177182335028
KRANJI EXPRESSWAY,null,307,CHOA CHU KANG AVENUE 4,680307,17915.8526863,40797.8775829,1.3852342842013365,103.74270487573065
KRANJI EXPRESSWAY,SENJA PARC VIEW,636B,SENJA ROAD,672636,19654.8996605,41062.1379354,1.3876247075997692,103.75833144509464
KRANJI EXPRESSWAY,SENJA PARC VIEW,636,SENJA ROAD,670636,19614.7039294,41030.8583654,1.3873418150768262,103.75797026475111
KRANJI EXPRESSWAY,SENJA VALLEY,647A,SENJA CLOSE,671647,20266.4464739,41188.8055427,1.3887704120742186,103.763826626462
KRANJI EXPRESSWAY,SEGAR PALMVIEW,550A,SEGAR ROAD,671550,20653.1578312,41226.5724496,1.389112062464093,103.76730151565276
PAN ISLAND EXPRESSWAY,null,346,TAMPINES STREET 33,520346,42384.3086917,37038.9219286,1.3512379158622574,103.96257061400914
PAN ISLAND EXPRESSWAY,null,347,TAMPINES STREET 33,520347,42444.748528,37109.9709051,1.3518804267356272,103.96311373701971
PAN ISLAND EXPRESSWAY,null,342,TAMPINES STREET 33,520342,42298.3394758,37028.7211035,1.3511457046928517,103.96179812314817
PAN ISLAND EXPRESSWAY,null,345,TAMPINES STREET 33,520345,42350.500383,37114.2067883,1.3519187798588792,103.96226686157574
PAN ISLAND EXPRESSWAY,null,341,TAMPINES STREET 33,520341,42224.534327,37028.716866,1.3511457015677049,103.96113493872447
PAN ISLAND EXPRESSWAY,null,343,TAMPINES STREET 33,520343,42240.2129004,37114.1506714,1.3519183251095486,103.96127586073409
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,340A,TAMPINES STREET 33,521340,42149.4341625,37059.8389214,1.3514271932959416,103.96046013240903
PAN ISLAND EXPRESSWAY,null,340,TAMPINES STREET 33,520340,42074.6039279,37028.7082396,1.3511456944937246,103.95978772229246
PAN ISLAND EXPRESSWAY,null,338,TAMPINES STREET 33,520338,42058.9150936,37114.1441336,1.351918351814679,103.95964678842596
PAN ISLAND EXPRESSWAY,null,339,TAMPINES STREET 33,520339,42000.7988396,37028.7040021,1.351145690816305,103.95912453836044
PAN ISLAND EXPRESSWAY,null,322,TAMPINES STREET 33,520322,41889.8004227,36998.8723011,1.3508759559290724,103.95812713579153
PAN ISLAND EXPRESSWAY,null,323,TAMPINES STREET 33,520323,41919.6436558,37077.8341457,1.3515900431768344,103.95839533202553
PAN ISLAND EXPRESSWAY,null,321,TAMPINES STREET 33,520321,41821.7539999,36979.2915187,1.3506989062380135,103.95751568803809
PAN ISLAND EXPRESSWAY,null,320,TAMPINES STREET 33,520320,41770.1358885,36979.6108156,1.3507018176437315,103.95705186787895
PAN ISLAND EXPRESSWAY,null,316,TAMPINES STREET 33,520316,41828.8545359,37072.0746327,1.3515379984485147,103.95757953332604
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,316A,TAMPINES STREET 33,521316,41787.3489276,37081.5254172,1.3516234869503376,103.95720658425115
PAN ISLAND EXPRESSWAY,null,319,TAMPINES STREET 33,520319,41697.1518193,36997.6738403,1.3508652063412285,103.95639606957693
PAN ISLAND EXPRESSWAY,null,292,TAMPINES STREET 22,520292,41628.1101549,36922.3009915,1.350183594208271,103.9557756538076
PAN ISLAND EXPRESSWAY,null,289,TAMPINES STREET 22,520289,41579.3198602,36862.3204113,1.349641174588638,103.95533721619233
PAN ISLAND EXPRESSWAY,null,291,TAMPINES STREET 22,520291,41562.0403223,36904.4844391,1.3500224980260316,103.95518196801024
PAN ISLAND EXPRESSWAY,null,289,TAMPINES STREET 22,520289,41575.8408581,36874.2821368,1.3497493535113223,103.95530596063116
PAN ISLAND EXPRESSWAY,null,134,SIMEI STREET 1,520134,41613.9612951,36697.2822627,1.3481486159440317,103.95564841603564
PAN ISLAND EXPRESSWAY,null,288,TAMPINES STREET 22,520288,41508.9178013,36775.1393865,1.3488527740309368,103.95470457177407
PAN ISLAND EXPRESSWAY,null,135,SIMEI STREET 1,520135,41769.5113995,36684.9847744,1.34803733103334,103.95704612185254
PAN ISLAND EXPRESSWAY,null,293,TAMPINES STREET 22,520293,41530.835605,36945.2389473,1.3503910805919794,103.9549015929003
PAN ISLAND EXPRESSWAY,null,296,TAMPINES STREET 22,520296,41595.429147,37011.2328679,1.350987875491852,103.95548203515872
PAN ISLAND EXPRESSWAY,null,287,TAMPINES STREET 22,520287,41458.3332508,36810.6947026,1.3491743457156282,103.95425005481404
PAN ISLAND EXPRESSWAY,null,136,SIMEI STREET 1,520136,41690.9069289,36673.784107,1.3479360724204934,103.95633980827158
PAN ISLAND EXPRESSWAY,null,290,TAMPINES STREET 22,520290,41496.8622753,36888.8656752,1.349881277261262,103.95459629650064
PAN ISLAND EXPRESSWAY,TAMPINES LODGE,299B,TAMPINES STREET 22,522299,41444.3177517,36846.0357518,1.3494939631777347,103.95412413281035
PAN ISLAND EXPRESSWAY,null,114,SIMEI STREET 1,520114,41034.0686786,36221.8348326,1.3438491051659944,103.95043752565735
PAN ISLAND EXPRESSWAY,null,116,SIMEI STREET 1,520116,41110.8873381,36192.5830057,1.343584529197256,103.95112777386831
PAN ISLAND EXPRESSWAY,null,112,SIMEI STREET 1,520112,40936.3683792,36140.0575812,1.3431095844729948,103.94955959597233
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,115,SIMEI STREET 1,520115,41034.7913872,36149.2868343,1.3431930079015133,103.95044398837845
PAN ISLAND EXPRESSWAY,null,117,SIMEI STREET 1,520117,41131.7820537,36303.2721444,1.34458555119823,103.95131557320748
PAN ISLAND EXPRESSWAY,null,127,TAMPINES STREET 11,521127,41057.4424025,36396.8243679,1.3454316348794877,103.95064762787925
PAN ISLAND EXPRESSWAY,null,124,TAMPINES STREET 11,521124,40962.369001,36369.4695263,1.3451842891109524,103.94979332509445
PAN ISLAND EXPRESSWAY,null,113,SIMEI STREET 1,520113,40972.0727047,36111.8262696,1.3428542556737262,103.94988040817998
PAN ISLAND EXPRESSWAY,null,126,TAMPINES STREET 11,521126,41021.1583847,36436.0212858,1.3457861328877339,103.95032161129133
PAN ISLAND EXPRESSWAY,null,110,SIMEI STREET 1,520110,41007.1050809,36100.605928,1.3427527679779163,103.95019518976778
PAN ISLAND EXPRESSWAY,null,111,SIMEI STREET 1,520111,40930.1320849,36062.9588823,1.3424123353415134,103.94950352629506
PAN ISLAND EXPRESSWAY,TAMPINES GREENOPAL,965C,TAMPINES STREET 96,523965,39814.5005454,35427.1565174,1.3366628328763537,103.93947867631091
PAN ISLAND EXPRESSWAY,LONGVALE,771,BEDOK RESERVOIR VIEW,470771,39746.3486992,35346.5697058,1.3359340621329507,103.93886626228554
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,769A,BEDOK RESERVOIR VIEW,471769,39690.6525824,35310.2084137,1.3356052456351284,103.93836578732072
PAN ISLAND EXPRESSWAY,TAMPINES GREENOPAL,965D,TAMPINES STREET 96,524965,39774.2569001,35429.856815,1.3366872690696947,103.93911706542099
PAN ISLAND EXPRESSWAY,TAMPINES GREENOPAL,965B,TAMPINES STREET 96,522965,39845.477042,35479.1967158,1.337133453034393,103.93975703793029
PAN ISLAND EXPRESSWAY,TAMPINES GREENOPAL,965,TAMPINES STREET 96,520965,39785.7725059,35487.752476,1.337210851506452,103.9392205620914
PAN ISLAND EXPRESSWAY,PEARL GARDEN,100,BEDOK NORTH AVENUE 4,460100,39764.880242,35172.0688774,1.3343559340081985,103.93903271124115
PAN ISLAND EXPRESSWAY,LONGVALE,770,BEDOK RESERVOIR VIEW,470770,39701.2398388,35345.5704083,1.3359250423407392,103.93846093336576
PAN ISLAND EXPRESSWAY,PEARL GARDEN,98,BEDOK NORTH AVENUE 4,460098,39855.0640627,35158.5096379,1.3342332740941343,103.93984305788993
PAN ISLAND EXPRESSWAY,PEARL GARDEN,101,BEDOK NORTH AVENUE 4,460101,39641.5706253,35186.2982803,1.3344846671241373,103.93792471096874
PAN ISLAND EXPRESSWAY,LONGVALE,769,BEDOK RESERVOIR VIEW,470769,39640.1005094,35329.4402063,1.3357791903487746,103.93791155585694
PAN ISLAND EXPRESSWAY,PEARL GARDEN,99,BEDOK NORTH AVENUE 4,460099,39813.582245,35125.2140689,1.3339321774997686,103.93947030774223
PAN ISLAND EXPRESSWAY,LONGVALE,768,BEDOK RESERVOIR VIEW,470768,39574.4541864,35316.7382167,1.3356643434385578,103.9373216818325
PAN ISLAND EXPRESSWAY,PEARL GARDEN,106,BEDOK NORTH AVENUE 4,460106,39548.3573124,35183.4506986,1.3344589503418733,103.93708713619426
PAN ISLAND EXPRESSWAY,LONGVALE,768A,BEDOK RESERVOIR VIEW,471768,39576.0284242,35341.1475294,1.335885091639108,103.93733583652647
PAN ISLAND EXPRESSWAY,PEARL GARDEN,102,BEDOK NORTH AVENUE 4,460102,39589.6775293,35122.3704826,1.33390654765005,103.93745839820421
PAN ISLAND EXPRESSWAY,MULTI STOREY CAR PARK,765A,BEDOK RESERVOIR VIEW,471765,39465.0527082,35321.3529945,1.335706119443562,103.93633864967542
PAN ISLAND EXPRESSWAY,LONGVALE,767,BEDOK RESERVOIR VIEW,470767,39513.9003305,35337.3953891,1.335851182381696,103.93677757915016
PAN ISLAND EXPRESSWAY,LONGVALE,773,BEDOK RESERVOIR VIEW,470773,39589.6090934,35388.7982346,1.336316021802882,103.93745788463991
PAN ISLAND EXPRESSWAY,LONGVALE,766,BEDOK RESERVOIR VIEW,470766,39457.9147912,35353.7371038,1.3359989920736262,103.93627452365732
PAN ISLAND EXPRESSWAY,LONGVALE,765,BEDOK RESERVOIR VIEW,470765,39426.2630764,35349.5423547,1.335961068285824,103.93599011355481
PAN ISLAND EXPRESSWAY,LONGVALE,764,BEDOK RESERVOIR VIEW,470764,39360.6956015,35339.7199702,1.3358722629642927,103.93540094910892
PAN ISLAND EXPRESSWAY,null,775A,BEDOK RESERVOIR VIEW,471775,39466.7624256,35406.0188407,1.3364718054397546,103.93635404434517
PAN ISLAND EXPRESSWAY,LONGVALE,774,BEDOK RESERVOIR VIEW,470774,39506.0733326,35418.2294902,1.3365822191077426,103.93670727971978
PAN ISLAND EXPRESSWAY,null,524,BEDOK NORTH STREET 3,460524,38830.6163375,35225.5949614,1.334840352792006,103.93063784683956
PAN ISLAND EXPRESSWAY,null,525,BEDOK NORTH STREET 3,460525,38697.896102,35199.1387157,1.3346011394177872,103.92944527163752
PAN ISLAND EXPRESSWAY,null,523,BEDOK NORTH STREET 3,460523,38827.7438453,35171.8959564,1.3343547197589622,103.93061201680231
PAN ISLAND EXPRESSWAY,RESERVOIR VIEW,722,BEDOK RESERVOIR ROAD,470722,38560.1667877,35424.247976,1.3366369932929305,103.92820777448142
PAN ISLAND EXPRESSWAY,null,528,BEDOK NORTH STREET 3,460528,38519.0407399,35232.4963038,1.3349028758736705,103.92783816728613
PAN ISLAND EXPRESSWAY,RESERVOIR VIEW,723,BEDOK RESERVOIR ROAD,470723,38643.9427854,35459.3477893,1.3369543937304014,103.9289605617677
PAN ISLAND EXPRESSWAY,null,526,BEDOK NORTH STREET 3,460526,38662.7907497,35156.4973316,1.3342155187817206,103.9291298154204
PAN ISLAND EXPRESSWAY,null,529,BEDOK NORTH STREET 3,460529,38374.8250874,35162.4509834,1.33426946144258,103.92654228460164
PAN ISLAND EXPRESSWAY,BEDOK RESERVOIR GARDEN,721,BEDOK RESERVOIR ROAD,470721,38325.7790585,35386.1408872,1.3362924477176914,103.92610165435563
PAN ISLAND EXPRESSWAY,BEDOK RESERVOIR GARDEN,721,BEDOK RESERVOIR ROAD,470721,38365.1405736,35405.2838735,1.3364655564003962,103.92645534645888
PAN ISLAND EXPRESSWAY,null,532,BEDOK NORTH STREET 3,460532,38246.2097354,35153.8520006,1.3341917391789182,103.92538660061295
PAN ISLAND EXPRESSWAY,BEDOK RESERVOIR GARDEN,720,BEDOK RESERVOIR ROAD,470720,38190.1591502,35350.7878217,1.3359727735473554,103.92488302054093
PAN ISLAND EXPRESSWAY,BEDOK RESERVOIR GARDEN,710,BEDOK RESERVOIR ROAD,470710,38071.8602469,35306.6592807,1.3355737307953088,103.92382002314443
PAN ISLAND EXPRESSWAY,null,533,BEDOK NORTH STREET 3,460533,38116.2332927,35086.2220653,1.33358016248303,103.9242186669101
PAN ISLAND EXPRESSWAY,BEDOK RESERVOIR GARDEN,709,BEDOK RESERVOIR ROAD,470709,37908.2703608,35289.2195647,1.3354160663952717,103.92235006966749
PAN ISLAND EXPRESSWAY,BEDOK RESERVOIR GARDEN,711,BEDOK RESERVOIR ROAD,470711,38057.421329,35350.8539573,1.3359734160828354,103.92369029588873
PAN ISLAND EXPRESSWAY,null,536,BEDOK NORTH STREET 3,460536,38001.8396252,35081.9084236,1.3335411894607698,103.92319077443246
